Date,Client2Oar,Oar2Client,Client2OarDrops,Oar2ClientDrops,Subscription,Burst
Sat Jul 15 04:15:00 2023,448752,13942664,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 04:20:00 2023,448960,13914376,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 04:25:00 2023,449824,13951944,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 04:30:00 2023,446016,13939680,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 04:35:00 2023,14274752,14180848,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 04:40:00 2023,447880,13842264,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 04:45:00 2023,452168,14083256,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 04:50:00 2023,54013856,14844152,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 04:55:00 2023,451664,13918272,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 05:00:00 2023,451592,13979808,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 05:05:00 2023,603840,143944216,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 05:10:00 2023,453944,14004440,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 05:15:00 2023,676984,45507880,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 05:20:00 2023,666760,43635672,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 05:25:00 2023,456992,14060816,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 05:30:00 2023,454256,14119920,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 05:35:00 2023,724544,277759792,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 05:40:00 2023,453168,14053496,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 05:45:00 2023,455784,14016368,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 05:50:00 2023,452976,13893280,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 05:55:00 2023,683808,44843264,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 06:00:00 2023,96814400,14363704,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 06:05:00 2023,22461280,13082016,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 06:10:00 2023,141539616,12438416,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 06:15:00 2023,667880,44569200,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 06:20:00 2023,452824,13983200,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 06:25:00 2023,451936,13938352,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 06:30:00 2023,449976,14006480,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 06:35:00 2023,453680,13963696,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 06:40:00 2023,668832,43971448,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 06:45:00 2023,450120,14012456,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 06:50:00 2023,62394304,14527792,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 06:55:00 2023,670048,44793848,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 07:00:00 2023,455168,14068456,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 07:05:00 2023,30697584,14721872,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 07:10:00 2023,450224,13930352,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 07:15:00 2023,450136,14006592,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 07:20:00 2023,452296,14047808,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 07:25:00 2023,674256,45437192,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 07:30:00 2023,231328328,14716472,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 07:35:00 2023,451576,13992744,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 07:40:00 2023,451792,13955624,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 07:45:00 2023,450448,13935560,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 07:50:00 2023,449768,13963576,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 07:55:00 2023,449368,13944056,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 08:00:00 2023,21137184,14284144,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 08:05:00 2023,457360,13952024,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 08:10:00 2023,31608568,14061344,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 08:15:00 2023,449432,13933752,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 08:20:00 2023,453960,14000520,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 08:25:00 2023,452312,13978056,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 08:30:00 2023,613064,35842024,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 08:35:00 2023,454736,13979680,20100000000,20100000000,20000000000,20100000000
